ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
14551,201208,1,Rang_ingreso_01,Lima,38.0,8.0,0,Rango_SDO_05,0,0,0,1880,19490,20000,1,1,1,1,1,1,Rango_03,0,0,0,0,2,1,0,11,9,13,11,15,12,31,47,44,30,28,24,3,3,3,3,3,3,1,1,1,1,1,1
65611,201208,1,Rang_ingreso_05,Lima,36.0,3.0,0,Rango_SDO_05,19470,20790,20580,21080,21550,22580,1,1,1,1,1,1,Rango_04,0,6,4,6,2,6,5,0,0,0,0,0,0,11,4,13,18,15,17,2,2,2,2,2,2,1,1,1,1,1,1
30183,201208,0,,Lima,32.0,0.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75785,201208,1,Rang_ingreso_03,Provincia,34.0,8.0,0,Rango_SDO_12,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,2,6,6,6,6,6,6,1,1,1,1,1,1
78498,201208,1,Rang_ingreso_06,Lima,35.0,9.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,3,1,1,0,0,2,11,10,5,6,6,6,20,18,25,22,20,2,2,2,2,2,2,0,0,0,0,0,0
19749,201208,1,Rang_ingreso_05,Lima,30.0,3.0,0,Rango_SDO_04,0,10,10,0,0,0,1,1,1,1,1,1,Rango_03,1,6,1,3,1,5,4,0,0,0,0,0,0,9,4,8,11,8,20,5,5,5,4,2,2,1,1,1,1,1,1
34886,201208,1,Rang_ingreso_01,Lima,70.0,8.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
3781,201208,1,Rang_ingreso_04,Lima,30.0,1.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,22,13,22,21,3,2,2,2,2,1,1,1,1,1,1,1
56142,201208,1,,Lima,40.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
92631,201208,1,Rang_ingreso_03,Lima,22.0,5.0,0,Rango_SDO_02,1030,1070,940,860,860,1020,1,1,1,1,1,1,Rango_03,0,0,0,1,0,1,3,16,13,16,9,14,12,5,16,10,11,16,13,3,3,3,2,2,2,1,1,1,0,1,1
37384,201208,1,Rang_ingreso_05,Provincia,25.0,,1,Cero,0,0,0,0,0,0,1,1,1,0,0,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
67125,201208,0,,Lima,24.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,7,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80588,201208,0,,,,0.0,0,Rango_SDO_09,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44670,201208,1,Rang_ingreso_03,Provincia,26.0,0.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
72888,201208,1,Rang_ingreso_06,Lima,25.0,3.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,1,2,5,0,0,3,2,0,1,2,0,3,3,3,3,3,3,0,1,1,1,1,1
21727,201208,0,,Lima,85.0,0.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67897,201208,0,Rang_ingreso_02,Lima,35.0,7.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,22,23,13,0,0,0,0,0,0,0,0,0,0,0,0
31678,201208,1,Rang_ingreso_04,Provincia,44.0,8.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,3,0,2,5,0,0,0,0,0,0,0,0,32,11,28,39,52,33,0,0,0,1,1,1,0,0,0,0,0,0
4708,201208,1,,Provincia,34.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92691,201208,0,Rang_ingreso_02,Lima,27.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,1,0,Rango_02,0,3,2,1,2,10,2,0,0,0,0,0,0,10,13,28,27,19,18,0,0,0,0,0,0,0,0,0,0,0,0
7899,201208,1,Rang_ingreso_01,Provincia,53.0,0.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95757,201208,1,Rang_ingreso_07,Provincia,24.0,2.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,21,16,19,13,13,8,2,3,3,3,3,3,1,1,1,1,1,1
1851,201208,1,Rang_ingreso_01,Lima,27.0,1.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
46324,201208,1,Rang_ingreso_05,Lima,35.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1
26389,201208,1,Rang_ingreso_04,Lima,40.0,7.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,16,19,17,20,9,12,3,4,4,4,4,4,1,1,1,1,1,1
8558,201208,0,Rang_ingreso_02,Lima,24.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,6,1,0,0,0,0,15,3,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41143,201208,1,Rang_ingreso_09,Lima,42.0,10.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,4,7,6,4,4,4,4,4,4,1,1,1,1,1,1
34827,201208,1,Rang_ingreso_04,Lima,24.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,1,2,2,0,4,11,14,14,14,0,0,7,0,7,8,5,5,4,5,5,6,1,1,1,1,1,1
2558,201208,1,Rang_ingreso_02,Lima,28.0,3.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79417,201208,1,Rang_ingreso_01,Lima,40.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
71028,201208,1,Rang_ingreso_05,Provincia,37.0,8.0,0,Rango_SDO_07,1210,1990,2780,3500,4260,5030,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,8,15,17,6,6,6,5,5,6,1,1,1,1,1,1
16436,201208,1,Rang_ingreso_01,Lima,52.0,7.0,0,Rango_SDO_14,359030,359630,12030,0,0,0,1,1,1,1,1,1,Rango_05,0,9,3,3,0,0,0,0,0,0,0,0,0,17,11,11,10,11,9,2,2,2,1,1,1,1,0,1,1,1,1
3993,201208,1,Rang_ingreso_05,Lima,27.0,8.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,1,0,5,2,0,0,0,0,0,0,1,5,12,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
44522,201208,1,Rang_ingreso_03,Lima,28.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
21104,201208,1,Rang_ingreso_01,Lima,45.0,10.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61995,201208,1,Rang_ingreso_02,Lima,32.0,7.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,201208,1,Rang_ingreso_02,Provincia,23.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80892,201208,0,,Provincia,20.0,0.0,1,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75489,201208,1,Rang_ingreso_02,Provincia,71.0,0.0,0,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
35472,201208,1,Rang_ingreso_02,Provincia,,0.0,1,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
78470,201208,1,Rang_ingreso_03,Provincia,31.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
18418,201208,0,Rang_ingreso_07,Lima,27.0,3.0,0,Rango_SDO_09,0,0,0,0,0,0,1,1,1,0,0,0,Rango_04,1,4,5,1,5,6,2,6,9,7,4,3,1,4,7,11,14,12,10,0,0,0,0,0,0,0,0,0,0,0,0
49605,201208,1,Rang_ingreso_08,Lima,48.0,9.0,0,Rango_SDO_09,0,0,10,240,290,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
34346,201208,1,Rang_ingreso_01,Lima,37.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
23910,201208,1,Rang_ingreso_04,Lima,47.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74450,201208,1,Rang_ingreso_02,Provincia,34.0,8.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,1,1,1,Rango_02,0,1,3,8,0,2,7,0,0,1,3,4,12,0,0,0,0,7,12,4,3,3,3,4,6,0,0,0,0,0,0
13705,201208,1,Rang_ingreso_02,Lima,41.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,1,2,2,2,1,0,0,1,1,1
83617,201208,1,Rang_ingreso_02,Provincia,34.0,0.0,0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,1,1,1,1,1,1
61775,201208,1,Rang_ingreso_04,Lima,45.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,3,0,2,2,2,2,2,2,1,1,0,0,0,1
12483,201208,1,Rang_ingreso_04,Lima,26.0,1.0,0,Rango_SDO_03,310,330,640,1320,1010,1370,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,7,1,0,0,0,0,8,14,32,37,37,56,1,1,1,1,1,1,0,0,0,0,0,0
21093,201208,1,Rang_ingreso_01,Provincia,40.0,0.0,0,Cero,4440,4520,4340,2590,0,0,1,1,1,1,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,2,2,1,2,1,1,1,1,1,1
777,201208,1,Rang_ingreso_02,Provincia,27.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,5,5,5,4,4,4,1,1,1,1,1,1
89668,201208,1,Rang_ingreso_09,Lima,28.0,9.0,0,Rango_SDO_04,12830,13250,13640,14060,14450,14840,1,1,1,1,1,1,Rango_04,0,3,6,5,2,3,11,0,0,0,0,0,0,11,6,9,8,4,5,5,5,5,5,6,6,1,1,1,1,1,1
96946,201208,1,Rang_ingreso_03,Lima,29.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,1,8,4,3,0,0,0,5,21,26,3,3,3,3,3,3,1,1,1,1,1,1
505,201208,1,Rang_ingreso_03,Lima,32.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,4,4,4,4,5,5,1,1,1,1,1,1
55546,201208,0,,,,6.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,4,3,7,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
47292,201208,1,Rang_ingreso_01,Lima,27.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,13,10,14,15,14,18,17,15,9,5,7,6,10,19,6,11,17,12,4,2,2,2,2,1,1,1,1,1,1,1
74417,201208,1,Rang_ingreso_07,Lima,37.0,3.0,0,Rango_SDO_06,35930,36470,36900,37360,37860,38320,1,1,1,1,1,1,Rango_05,1,3,8,7,2,6,6,2,4,1,0,2,1,8,14,13,13,25,5,1,1,1,1,1,1,0,0,0,0,0,0
79911,201208,1,Rang_ingreso_01,Lima,70.0,0.0,0,Cero,9180,9270,9300,8700,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,1,1,1,1,1,1
12500,201208,1,Rang_ingreso_03,Lima,36.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,5,10,7,5,7,5,10,5,7,5,1,4,9,18,8,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0
83157,201208,1,Rang_ingreso_03,Lima,31.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,1,1,1,1,1,0,0,0,0,0,1
89034,201208,1,Rang_ingreso_01,Provincia,52.0,2.0,0,Cero,5300,6540,8310,8870,8050,8540,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,4,4,1,1,1,1,1,1
95662,201208,1,Rang_ingreso_03,Lima,25.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,11,23,10,5,0,0,22,8,9,4,14,15,3,3,2,2,2,2,1,1,1,1,1,1
23726,201208,1,Rang_ingreso_03,Lima,26.0,0.0,0,Cero,0,0,0,0,0,0,1,1,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,3,3,1,1,1,1,1,1
94548,201208,1,,Lima,30.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,1,4,0,4,0,0,0,0,0,0,16,11,15,19,9,11,1,1,1,1,1,1,0,1,1,1,1,1
99135,201208,1,Rang_ingreso_05,Lima,34.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,16,13,8,13,2,6,0,8,11,15,13,7,12,18,19,12,16,9,0,0,0,0,0,0,0,0,0,0,0,0
68690,201208,0,,Provincia,26.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92291,201208,0,Rang_ingreso_01,Provincia,70.0,0.0,1,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97744,201208,0,Rang_ingreso_01,,,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
49541,201208,1,Rang_ingreso_02,Lima,28.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
21488,201208,1,Rang_ingreso_06,Lima,51.0,9.0,0,Rango_SDO_01,268080,268380,268780,269130,269490,269950,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,3,1,1,1,1,1,1,0,0,0,0,0,0
60053,201208,1,Rang_ingreso_06,Lima,30.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,19,19,17,20,9,10,0,0,0,0,0,0,15,24,24,23,27,32,1,1,1,1,1,1,0,0,0,0,0,0
11265,201208,1,Rang_ingreso_06,Provincia,24.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,5,5,5,7,5,2,0,0,0,0,0,0,2,2,3,6,7,18,2,2,3,3,3,3,1,1,1,1,1,1
56346,201208,1,Rang_ingreso_09,Provincia,58.0,0.0,0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52147,201208,1,Rang_ingreso_02,Provincia,27.0,0.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
79694,201208,1,Rang_ingreso_06,Lima,35.0,8.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,0,0,0,Rango_04,1,4,2,9,8,6,6,0,0,0,0,0,0,12,6,13,13,14,14,2,2,2,2,2,2,1,1,1,1,1,1
85421,201208,1,Rang_ingreso_05,Lima,54.0,6.0,0,Rango_SDO_01,24840,26370,27500,28810,24980,26250,1,1,1,1,1,1,Rango_04,1,5,4,8,6,0,0,0,0,0,0,0,0,3,4,2,3,3,0,6,6,6,6,6,6,1,1,1,1,1,1
26261,201208,1,Rang_ingreso_04,Lima,56.0,5.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,1,2,2,1,0,1,4,3,3,3,0,3,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
56699,201208,1,Rang_ingreso_02,,,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55769,201208,1,Rang_ingreso_02,Lima,25.0,4.0,0,Rango_SDO_04,130,20,100,0,150,130,0,0,0,0,0,0,Rango_03,1,12,15,4,9,16,11,0,0,0,0,0,0,18,9,7,8,19,12,1,1,1,1,1,1,0,0,0,0,0,0
77790,201208,0,Rang_ingreso_02,Lima,27.0,0.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,16,12,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22300,201208,1,Rang_ingreso_01,Lima,51.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1
29916,201208,0,Rang_ingreso_02,Lima,26.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,1,0,0,0,5,6,0,0,0,0,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10170,201208,0,,,,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,2,1,0,0,0,0,0,0,0,0,0,6,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80111,201208,1,Rang_ingreso_01,Provincia,48.0,0.0,1,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10880,201208,1,Rang_ingreso_03,Lima,34.0,0.0,0,Rango_SDO_08,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,201208,1,Rang_ingreso_09,Provincia,35.0,9.0,0,Rango_SDO_14,500560,503810,512790,511480,515150,517820,1,1,1,1,1,1,Rango_04,1,18,18,8,9,13,13,0,0,0,0,0,0,5,7,8,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0
63465,201208,1,,Lima,23.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,1,0,0,0,0,0,Rango_04,0,0,0,0,0,0,0,5,3,0,0,0,0,3,1,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
45203,201208,0,Rang_ingreso_01,Provincia,,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90336,201208,1,Rang_ingreso_01,,51.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,1,1,0,0,0,0,0,0,0,0,0,0,0,9,6,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
70267,201208,1,Rang_ingreso_01,Lima,22.0,4.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,16,18,13,28,9,8,1,1,1,1,1,0,0,0,0,0,0,0
63173,201208,1,Rang_ingreso_05,Lima,57.0,0.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
67083,201208,1,Rang_ingreso_03,Provincia,25.0,5.0,0,Cero,17960,19350,6670,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1
95479,201208,1,Rang_ingreso_02,Provincia,34.0,8.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,11,6,7,1,1,1,1,2,2,0,0,0,1,1,1
60849,201208,1,Rang_ingreso_01,Provincia,37.0,0.0,0,Cero,3870,4250,4550,2350,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,1,1,1,1,1,1
56155,201208,1,Rang_ingreso_07,Lima,35.0,0.0,0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,3,3,4,3,3,1,1,1,1,1,1
97589,201208,1,Rang_ingreso_02,Lima,43.0,7.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0
